gene	n_ss_samples_with_upoutlier	pct_ss_samples_with_upoutlier	list_of_samples
RP1-20B21.4	4	11.11111111111111	TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, THR39_1378_S01, TCGA-DX-A7EQ-01
RP11-161M6.2	10	27.77777777777778	TCGA-DX-A7ER-01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1371_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
RP11-234G16.4	4	11.11111111111111	THR39_1360_S01, THR39_1367_S01, THR39_1368_S01, THR39_1369_S01
RP11-323N12.5	7	19.444444444444446	TH03_0112_S02, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH27_0976_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
RP11-466H18.1	4	11.11111111111111	TH03_0112_S02, THR31_1386_S01, THR31_1393_S01, TCGA-DX-A7EQ-01
RP11-680F20.12	4	11.11111111111111	TH03_0112_S01, TH03_0112_S02, THR31_1386_S01, THR31_1393_S01
RP4-765C7.2	6	16.666666666666664	THR39_1361_S01, THR39_1365_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR39_1368_S01
RPL13P12	4	11.11111111111111	THR39_1366_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01
RPL3P4	5	13.88888888888889	TCGA-DX-AB3B-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, THR39_1367_S01, TCGA-DX-A7EQ-01
RPL4	8	22.22222222222222	TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, THR39_1363_S01, THR31_1386_S01, THR31_1392_S01, TCGA-DX-A7EQ-01
RPL6	6	16.666666666666664	TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, THR39_1374_S01
RPRM	4	11.11111111111111	TCGA-X6-A8C7-01, TCGA-Z4-AAPF-01, THR39_1362_S01, THR39_1368_S01
RSL1D1	4	11.11111111111111	THR39_1363_S01, THR31_1392_S01, THR31_1393_S01, THR39_1374_S01
RUNX1T1	5	13.88888888888889	THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1376_S01, THR31_1386_S01
SACS	4	11.11111111111111	TCGA-Z4-AAPF-01, THR39_1363_S01, THR39_1370_S01, THR39_1372_S01
SAMD11	9	25	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-Z4-AAPF-01, THR39_1362_S01, THR39_1365_S01, THR39_1375_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01
SCARF2	4	11.11111111111111	THR39_1360_S01, THR39_1371_S01, THR31_1386_S01, TH27_0976_S01
SCN4B	20	55.55555555555556	TCGA-DX-A7ER-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
SCUBE1	7	19.444444444444446	TCGA-DX-AB3B-01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR31_1386_S01, TH27_0976_S01, THR39_1369_S01
SCX	30	83.33333333333334	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1393_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
SERTAD4	10	27.77777777777778	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, THR39_1360_S01, THR39_1361_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1375_S01, THR39_1368_S01, THR39_1369_S01
SFRP5	7	19.444444444444446	TH03_0112_S01, THR39_1364_S01, THR39_1371_S01, THR39_1373_S01, TH03_0156_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
SFSWAP	5	13.88888888888889	THR31_1386_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
SHISA2	29	80.55555555555556	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01, THR39_1378_S01
SHOX2	9	25	TCGA-X6-A8C7-01, THR39_1361_S01, THR39_1362_S01, THR39_1363_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1375_S01, THR39_1377_S01
SIX1	22	61.111111111111114	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1367_S01, THR39_1370_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1393_S01, TH27_0976_S01, THR39_1368_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
SIX2	9	25	TCGA-DX-A7ER-01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, THR39_1369_S01, TCGA-DX-A7EQ-01
SIX3	5	13.88888888888889	THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
SIX4	7	19.444444444444446	THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1376_S01, THR31_1393_S01, TH27_0976_S01, THR39_1374_S01
SIX5	4	11.11111111111111	TH03_0112_S01, TH03_0112_S02, THR31_1386_S01, THR39_1368_S01
SKI	8	22.22222222222222	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, THR39_1360_S01, THR39_1367_S01, THR39_1371_S01, THR31_1386_S01, THR31_1392_S01, THR39_1369_S01
SNED1	7	19.444444444444446	TH03_0112_S02, THR39_1364_S01, THR39_1371_S01, THR39_1376_S01, THR31_1392_S01, THR39_1372_S01, THR39_1374_S01
SOHLH1	12	33.33333333333333	TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1362_S01, THR39_1366_S01, THR39_1367_S01, THR31_1386_S01, THR31_1393_S01, TH27_0976_S01, THR39_1369_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
SORCS2	5	13.88888888888889	TH03_0112_S01, TH03_0112_S02, THR31_1386_S01, TH27_0976_S01, THR39_1372_S01
SOSTDC1	8	22.22222222222222	TCGA-FX-A8OO-01, TH03_0112_S01, TH03_0112_S02, THR39_1364_S01, THR39_1373_S01, TH03_0156_S01, THR39_1368_S01, THR39_1372_S01
SOX8	17	47.22222222222222	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-DX-A7ER-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1364_S01, THR39_1371_S01, THR31_1386_S01, THR31_1393_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
SS18	17	47.22222222222222	TCGA-X6-A8C7-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1370_S01, THR39_1373_S01, THR39_1375_S01, THR31_1386_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
SSX1	17	47.22222222222222	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01
STK3	5	13.88888888888889	THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1368_S01, THR39_1369_S01
SUCO	17	47.22222222222222	TCGA-FX-A8OO-01, TH03_0112_S01, TH03_0112_S02, THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01
SYCE1	4	11.11111111111111	TCGA-MJ-A850-01, TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, THR39_1376_S01
SYNGAP1	4	11.11111111111111	THR39_1360_S01, THR31_1386_S01, THR39_1368_S01, THR39_1369_S01
TBX1	5	13.88888888888889	THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1377_S01, THR39_1372_S01
TBX18	14	38.88888888888889	TCGA-MJ-A850-01, TCGA-FX-A8OO-01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1367_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1374_S01
TCEAL2	5	13.88888888888889	TCGA-DX-AB3B-01, THR39_1367_S01, THR39_1371_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
TCEAL7	19	52.77777777777778	TCGA-DX-AB3B-01, TCGA-DX-A7ER-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, THR39_1361_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1378_S01
TCF7L2	7	19.444444444444446	TCGA-X6-A8C7-01, TCGA-DX-AB3C-01, TH03_0112_S01, TH03_0112_S02, THR39_1366_S01, THR39_1367_S01, THR39_1368_S01
TENM3	7	19.444444444444446	TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, THR39_1361_S01, THR39_1367_S01, THR39_1377_S01, TH27_0976_S01, THR39_1369_S01
TGFB2	16	44.44444444444444	TCGA-MJ-A850-01, TCGA-WK-A8XT-01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01
TGFB2-OT1	17	47.22222222222222	TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR39_1368_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
TGFBR3	5	13.88888888888889	THR39_1361_S01, THR39_1366_S01, THR39_1367_S01, THR31_1386_S01, TH27_0976_S01
THBS3	11	30.555555555555557	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-AB3C-01, TH03_0112_S01, TH03_0112_S02, THR39_1373_S01, THR31_1386_S01, THR39_1368_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
TLE1	26	72.22222222222221	TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01
TLE4	13	36.11111111111111	THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, TH27_0976_S01, THR39_1368_S01, THR39_1374_S01
TMEM100	6	16.666666666666664	TCGA-DX-AB3B-01, TCGA-DX-AB3C-01, THR39_1360_S01, THR39_1361_S01, THR39_1366_S01, THR39_1367_S01
TMEM132C	15	41.66666666666667	TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1363_S01, THR39_1364_S01, THR39_1371_S01, THR39_1373_S01, THR31_1386_S01, THR31_1392_S01, TH27_0976_S01, THR39_1369_S01, THR39_1374_S01
TMEM185A	4	11.11111111111111	THR39_1364_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
TMEM59L	32	88.88888888888889	TCGA-DX-AB3B-01, TCGA-MJ-A850-01, TCGA-X6-A8C7-01, TCGA-DX-A7EO-01, TCGA-DX-A7ER-01, TCGA-DX-AB3C-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1362_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
TNFRSF19	6	16.666666666666664	THR39_1362_S01, THR39_1363_S01, THR39_1370_S01, THR39_1376_S01, THR39_1372_S01, THR39_1374_S01
TNFRSF4	5	13.88888888888889	TCGA-MJ-A850-01, TCGA-Z4-AAPF-01, THR39_1362_S01, THR31_1386_S01, TCGA-DX-A7EQ-01
TNNI3	5	13.88888888888889	TCGA-DX-A7EO-01, TH03_0112_S01, THR39_1377_S01, THR39_1378_S01, TCGA-DX-A7EQ-01
TNNT3	4	11.11111111111111	TCGA-MJ-A850-01, TCGA-FX-A8OO-01, TCGA-Z4-AAPF-01, TCGA-DX-A7EQ-01
TRPS1	19	52.77777777777778	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1363_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1371_S01, THR39_1376_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, TH27_0976_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01
TSHZ1	9	25	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, THR39_1360_S01, THR39_1361_S01, THR31_1386_S01, THR31_1392_S01, THR39_1368_S01, THR39_1372_S01
TWIST1	10	27.77777777777778	TCGA-DX-AB3B-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1361_S01, THR39_1366_S01, THR39_1371_S01, THR39_1375_S01, THR31_1386_S01, THR39_1369_S01
TWIST2	5	13.88888888888889	TCGA-MJ-A850-01, THR39_1363_S01, THR39_1364_S01, THR39_1372_S01, THR39_1374_S01
UBTF	4	11.11111111111111	TCGA-X6-A8C7-01, THR39_1360_S01, THR31_1386_S01, THR39_1369_S01
USP32P3	7	19.444444444444446	THR39_1364_S01, THR39_1370_S01, THR39_1373_S01, THR31_1393_S01, TH03_0156_S01, THR39_1368_S01, THR39_1374_S01
UTP14A	5	13.88888888888889	TCGA-FX-A8OO-01, THR39_1363_S01, THR39_1364_S01, THR31_1386_S01, THR39_1374_S01
WFDC1	5	13.88888888888889	TCGA-X6-A8C7-01, THR39_1362_S01, THR39_1373_S01, THR31_1386_S01, THR31_1393_S01
WIF1	23	63.888888888888886	TCGA-MJ-A850-01, TCGA-DX-A7EO-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, THR39_1361_S01, THR39_1362_S01, THR39_1363_S01, THR39_1364_S01, THR39_1365_S01, THR39_1366_S01, THR39_1367_S01, THR39_1370_S01, THR39_1373_S01, THR39_1375_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, TH03_0156_S01, TH27_0976_S01, THR39_1369_S01, THR39_1372_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
WNT11	9	25	TH03_0112_S01, TH03_0112_S02, THR39_1363_S01, THR39_1364_S01, THR39_1371_S01, TH27_0976_S01, THR39_1372_S01, THR39_1374_S01, TCGA-DX-A7EQ-01
WNT5A	6	16.666666666666664	THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1367_S01, THR39_1377_S01, THR31_1392_S01
XG	5	13.88888888888889	TCGA-DX-A7EO-01, THR39_1375_S01, THR31_1386_S01, TH27_0976_S01, THR39_1372_S01
ZDHHC17	4	11.11111111111111	THR39_1371_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01
ZFHX3	4	11.11111111111111	THR39_1364_S01, THR39_1373_S01, THR31_1386_S01, THR31_1393_S01
ZFHX4	9	25	THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, THR39_1374_S01
ZFHX4-AS1	13	36.11111111111111	TCGA-MJ-A850-01, TCGA-FX-A8OO-01, TCGA-WK-A8XT-01, THR39_1360_S01, THR39_1363_S01, THR39_1364_S01, THR39_1370_S01, THR39_1373_S01, THR39_1376_S01, THR31_1392_S01, THR31_1393_S01, TH03_0156_S01, THR39_1374_S01
ZIC2	19	52.77777777777778	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, TCGA-WK-A8XT-01, TCGA-Z4-AAPF-01, TH03_0112_S01, TH03_0112_S02, THR39_1360_S01, THR39_1362_S01, THR39_1363_S01, THR39_1371_S01, THR39_1376_S01, THR39_1377_S01, THR31_1386_S01, THR31_1392_S01, THR31_1393_S01, THR39_1368_S01, THR39_1369_S01, THR39_1372_S01, TCGA-DX-A7EQ-01
ZNF280D	13	36.11111111111111	THR39_1360_S01, THR39_1361_S01, THR39_1363_S01, THR39_1364_S01, THR39_1366_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1375_S01, THR39_1376_S01, THR39_1368_S01, THR39_1369_S01, THR39_1374_S01
ZNF423	6	16.666666666666664	TCGA-DX-AB3B-01, TCGA-X6-A8C7-01, THR39_1364_S01, THR39_1377_S01, THR31_1392_S01, THR39_1369_S01
ZNF521	4	11.11111111111111	TCGA-X6-A8C7-01, THR39_1363_S01, THR39_1367_S01, THR31_1386_S01
ZNF608	8	22.22222222222222	THR39_1364_S01, THR39_1366_S01, THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1376_S01, THR31_1392_S01, THR39_1372_S01
ZNF711	4	11.11111111111111	THR39_1370_S01, THR39_1371_S01, THR39_1373_S01, THR39_1369_S01
